source_row,meter_number,installation_number,agreement_number,value,location,crs,source_x,source_y,latitude,longitude,bina_id,bina_value,bina_layer,method,meters,confidence,overlay,action,reason,hitIds
12217,640000514,468216,44797277,POLIMETER_LORA_W,POINT (442938.889552911 4247215.98218465),EPSG:5258,442938.889552911,4247215.98218465,38.35600259577046,38.34717618228771,118,B2-9,RYA_MER_36_MULTIPOLYGON [1 adet],inside,0,high,,insert,,118
12218,600004751,464582,44797128,POLIMETER_LORA_W,POINT (440116.74392903 4248269.24955941),EPSG:5258,440116.74392903,4248269.24955941,38.3653063282538,38.31480127709249,3866,T3-6,RYA_MER_30_MULTIPOLYGON [1 adet],inside,0,high,,insert,,3866
12219,640008642,469282,44797129,POLIMETER_LORA_W,POINT (442474.352005125 4246665.74479704),EPSG:5258,442474.352005125,4246665.74479704,38.35101626293356,38.341906697318265,1180,T1-12,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,1180|4051
12220,640003372,455663,44797138,POLIMETER_LORA_W,POINT (443354.00330035 4246883.91981142),EPSG:5258,443354.00330035,4246883.91981142,38.35303766515994,38.35195179002041,2920,D9B,RYA_MER_27_MULTIPOLYGON [1 adet],inside,0,high,,insert,,2920
12221,640002965,469338,44797156,POLIMETER_LORA_W,POINT (442179.082135667 4246770.50407729),EPSG:5258,442179.082135667,4246770.50407729,38.35194094504417,38.33852043337841,653,T4-01,P_KONUT_DÜKKAN_MULTIPOLYGON [365 adet],inside,0.000034391840173187054,high,same_name_primary_layer,insert,,653|4031
12222,640005319,455664,44797163,POLIMETER_LORA_W,POINT (443354.00330035 4246883.91981142),EPSG:5258,443354.00330035,4246883.91981142,38.35303766515994,38.35195179002041,2920,D9B,RYA_MER_27_MULTIPOLYGON [1 adet],inside,0,high,,insert,,2920
12224,640035350,469340,44797206,POLIMETER_LORA_W,POINT (434665.717668595 4243706.44141921),EPSG:5258,434665.717668595,4243706.44141921,38.32382348821759,38.252856373588834,258,E1,RYA_MER_60_MULTIPOLYGON [1 adet],inside,0,high,,insert,,258
12225,640035283,462458,44797209,POLIMETER_LORA_W,POINT (434676.309927319 4243674.31707731),EPSG:5258,434676.309927319,4243674.31707731,38.32353488273173,38.252980464054296,262,E5,RYA_MER_60_MULTIPOLYGON [1 adet],inside,0,high,,insert,,262
12227,640013303,464436,44797225,POLIMETER_LORA_W,POINT (438915.75537724 4248037.26403551),EPSG:5258,438915.75537724,4248037.26403551,38.36313547674962,38.30108030830643,1301,C2-6,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,same_name_primary_layer,insert,,1301|2385
12228,640016211,464542,44797241,POLIMETER_LORA_W,POINT (438903.436431576 4247953.0284305),EPSG:5258,438903.436431576,4247953.0284305,38.36237583670046,38.30094666402557,1309,B6,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,same_name_primary_layer,insert,,1309|2377
