source_row,meter_number,installation_number,agreement_number,value,location,crs,source_x,source_y,latitude,longitude,bina_id,bina_value,bina_layer,method,meters,confidence,overlay,action,reason,hitIds
1383,2825055,436780,44750184,BAYLAN_LORA_W,POINT (436918.940851267 4248151.5425353),EPSG:5258,436918.940851267,4248151.5425353,38.36402648654639,38.278224387933356,942,B7,P_KONUT_MULTIPOLYGON [727 adet],inside,0.004131245656385852,high,same_name_primary_layer,insert,,942|3925
1384,1429048,435914,44750222,BAYLAN_LORA_W,POINT (428726.933257994 4241565.00133907),EPSG:5258,428726.933257994,4241565.00133907,38.304081343266034,38.18516418119843,5401,YILDIZLAR 5.ETAP DC-11,Maks_Bina,inside,0.000034573516062931506,high,,skip,METER_ALREADY_IN_OTHER_BUILDING,5401
1385,2825433,436539,44749103,BAYLAN_LORA_W,POINT (437183.16340038 4248199.18241143),EPSG:5258,437183.16340038,4248199.18241143,38.36447419899118,38.28124316671185,971,B24,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0003718136221186215,high,same_name_primary_layer,insert,,971|3924
1386,2825413,435411,44749323,BAYLAN_LORA_W,POINT (437183.16340038 4248199.18241143),EPSG:5258,437183.16340038,4248199.18241143,38.36447419899118,38.28124316671185,971,B24,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0003718136221186215,high,same_name_primary_layer,insert,,971|3924
1387,2825723,435415,44749370,BAYLAN_LORA_W,POINT (437017.141782789 4248366.35257386),EPSG:5258,437017.141782789,4248366.35257386,38.365968410778045,38.279328736285166,974,A18,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0001123996727668683,high,existing_bina_bilgi,insert,,974|3896
1388,1432950,458146,44778606,BAYLAN_LORA_W,POINT (440263.2063 4249085.8637),EPSG:5258,440263.2063,4249085.8637,38.372672239002746,38.316407826646966,,,,,,,,skip,NO_BUILDING_CANDIDATE,
1389,2825401,436427,44749591,BAYLAN_LORA_W,POINT (437125.376581427 4248249.87893378),EPSG:5258,437125.376581427,4248249.87893378,38.36492681933872,38.280577491490845,966,B21,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,966|3928
1390,2825641,436824,44751437,BAYLAN_LORA_W,POINT (436994.308000381 4248214.81011143),EPSG:5258,436994.308000381,4248214.81011143,38.364601707356925,38.27908102502788,952,B10,P_KONUT_MULTIPOLYGON [727 adet],inside,0.003166351506262037,high,same_name_primary_layer,insert,,952|3913
1391,1431060,436657,44749822,BAYLAN_LORA_W,POINT (427674.115439541 4241171.67401239),EPSG:5258,427674.115439541,4241171.67401239,38.300454072120075,38.173169115797684,5363,YILDIZLAR 4. ETAP DC-27,Maks_Bina,inside,0.000023268795084751802,high,,skip,METER_ALREADY_IN_OTHER_BUILDING,5363
1392,1432578,436839,44749859,BAYLAN_LORA_W,POINT (433616.031552885 4245021.65278849),EPSG:5258,433616.031552885,4245021.65278849,38.335593826889586,38.24072983157062,2739,B5,RYA_MER_24_MULTIPOLYGON [1 adet],inside,0.000005455793953688658,high,,insert,,2739
1393,2825165,436562,44749861,BAYLAN_LORA_W,POINT (437089.3579 4248172.2429),EPSG:5258,437089.3579,4248172.2429,38.364224942841595,38.28017231616121,,,,,39.52385754134903,,,skip,TOO_FAR_FROM_BUILDING,932
1394,2825657,436804,44749866,BAYLAN_LORA_W,POINT (437040.256272766 4248384.03212904),EPSG:5258,437040.256272766,4248384.03212904,38.36612929385582,38.27959162207241,975,A19,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00021161182641660285,high,same_name_primary_layer,insert,,975|3897
1395,1444489,436734,44749871,BAYLAN_LORA_W,POINT (431357.309012746 4244729.30990126),EPSG:5258,431357.309012746,4244729.30990126,38.332790326256365,38.2149261948146,785,A3,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00022368786135899127,high,existing_bina_bilgi,insert,,785|4588
1396,2825058,439082,44748555,BAYLAN_LORA_W,POINT (436918.940851267 4248151.5425353),EPSG:5258,436918.940851267,4248151.5425353,38.36402648654639,38.278224387933356,942,B7,P_KONUT_MULTIPOLYGON [727 adet],inside,0.004131245656385852,high,same_name_primary_layer,insert,,942|3925
1397,1443898,439621,44748671,BAYLAN_LORA_W,POINT (431494.862700402 4244324.65241137),EPSG:5258,431494.862700402,4244324.65241137,38.329155715578764,38.21653852335452,763,D9A,P_KONUT_MULTIPOLYGON [727 adet],inside,0.0004246422285987417,high,existing_bina_bilgi,insert,,763|4717
1398,1444076,436528,44748692,BAYLAN_LORA_W,POINT (431556.330900401 4244434.48031137),EPSG:5258,431556.330900401,4244434.48031137,38.3301497330233,38.21723080379691,756,D6B,P_KONUT_MULTIPOLYGON [727 adet],inside,0.00015057954318215317,high,same_name_primary_layer,insert,,756|4729
1399,1444306,438499,44745811,BAYLAN_LORA_W,POINT (431591.015000402 4244330.96881137),EPSG:5258,431591.015000402,4244330.96881137,38.329219953767826,38.21763746600873,765,D8A,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,765|4715
1400,1444788,440060,44746757,BAYLAN_LORA_W,POINT (431474.211400402 4244490.31811137),EPSG:5258,431474.211400402,4244490.31811137,38.33064644481532,38.21628629224485,372,DT-5B,P_KONUT_DÜKKAN_MULTIPOLYGON [365 adet],inside,0.0001469400066626597,high,existing_bina_bilgi,insert,,372|4724
1401,2825536,435628,44765402,BAYLAN_LORA_W,POINT (437189.873419514 4248221.36407817),EPSG:5258,437189.873419514,4248221.36407817,38.36467448258657,38.281317961981955,970,A26,P_KONUT_MULTIPOLYGON [727 adet],inside,0,high,existing_bina_bilgi,insert,,970|3929
1402,1444229,435915,44750234,BAYLAN_LORA_W,POINT (431498.490817993 4244581.98765277),EPSG:5258,431498.490817993,4244581.98765277,38.33147405383142,38.216555055598086,,,,,0.004111482686666444,,,skip,AMBIGUOUS_BUILDING,1458|1459|2415
